,base_smiles,ligand_smiles,substrate_smiles,additive_smiles,product_smiles,yield,additive_id,substrate_id,base_name,ligand_name,
3426,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,Fc1cccc(F)c1c2oncc2,CCc1ccc(Nc2ccc(C)cc2)cc1,4.656693452,a17,s7,P2Et,AdBrettPhos,
3096,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,Fc1cccc(F)c1c2oncc2,CCc1ccc(Nc2ccc(C)cc2)cc1,11.25502625,a17,s7,MTBD,tBuXPhos,
576,CN1CCCN2CCCN=C12,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,none,CCc1ccc(Nc2ccc(C)cc2)cc1,9.491590168,a1,s7,MTBD,AdBrettPhos,
2691,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,COC(=O)c1cc(on1)c2occc2,CCc1ccc(Nc2ccc(C)cc2)cc1,4.390150349,a16,s7,MTBD,tBuBrettPhos,
2616,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,C(N(Cc1ccccc1)c2ccon2)c3ccccc3,CCc1ccc(Nc2ccc(C)cc2)cc1,9.444894792,a15,s7,P2Et,tBuBrettPhos,
1116,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,5.688672061,a5,s7,MTBD,tBuBrettPhos,
3216,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,COC(=O)c1cc(on1)c2sccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.83326199,a20,s7,BTMG,tBuXPhos,
2796,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,C(N(Cc1ccccc1)c2ccon2)c3ccccc3,CCc1ccc(Nc2ccc(C)cc2)cc1,2.350274713,a15,s7,P2Et,AdBrettPhos,
1626,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,CCOC(=O)c1ccon1,CCc1ccc(Nc2ccc(C)cc2)cc1,0,a9,s7,P2Et,tBuXPhos,
2736,CN1CCCN2CCCN=C12,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.665471445,a13,s7,MTBD,AdBrettPhos,
2301,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,COC(=O)c1cc(on1)c2occc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.340410651,a16,s7,P2Et,XPhos,
441,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,o1nccc1c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0,a2,s7,MTBD,tBuBrettPhos,
2016,CN1CCCN2CCCN=C12,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,CCOC(=O)c1ccon1,CCc1ccc(Nc2ccc(C)cc2)cc1,1.226267555,a9,s7,MTBD,AdBrettPhos,
21,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,none,CCc1ccc(Nc2ccc(C)cc2)cc1,5.831100664,a1,s7,BTMG,XPhos,
1821,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,CCOC(=O)c1ccon1,CCc1ccc(Nc2ccc(C)cc2)cc1,6.866213056,a9,s7,BTMG,tBuBrettPhos,
1206,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,Cc1onc(C)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,7.18319285,a7,s7,MTBD,tBuBrettPhos,
2211,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,Cc1cc(on1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,3.597789888,a14,s7,P2Et,XPhos,
2526,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,6.975926865,a13,s7,P2Et,tBuBrettPhos,
3381,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,COC(=O)c1cc(on1)c2sccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,5.761815995,a20,s7,P2Et,tBuBrettPhos,
1461,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,CCOC(=O)c1ccon1,CCc1ccc(Nc2ccc(C)cc2)cc1,2.86790041,a9,s7,BTMG,XPhos,
141,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,CCOC(=O)c1cc(C)on1,CCc1ccc(Nc2ccc(C)cc2)cc1,4.992379236,a4,s7,P2Et,XPhos,
2496,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,COC(=O)c1cc(on1)c2occc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.638545637,a16,s7,BTMG,tBuXPhos,
3126,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,C(N(Cc1ccccc1)c2oncc2)c3ccccc3,CCc1ccc(Nc2ccc(C)cc2)cc1,1.781909967,a18,s7,BTMG,tBuXPhos,
1851,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,8.038113026,a10,s7,P2Et,tBuBrettPhos,
1401,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,COC(=O)c1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.526967727,a8,s7,P2Et,AdBrettPhos,
2331,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,COC(=O)c1cc(on1)c2occc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.94272788,a16,s7,MTBD,XPhos,
2196,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,CCOC(=O)c1onc(OC)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.662349524,a13,s7,MTBD,XPhos,
1701,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,13.56968075,a10,s7,MTBD,tBuXPhos,
111,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,CCOC(=O)c1onc(C)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.705195152,a3,s7,BTMG,XPhos,
2826,CN1CCCN2CCCN=C12,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,C(N(Cc1ccccc1)c2ccon2)c3ccccc3,CCc1ccc(Nc2ccc(C)cc2)cc1,2.579355469,a15,s7,MTBD,AdBrettPhos,
2976,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,Cc1onc(c1)n2cccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,11.25218088,a19,s7,P2Et,XPhos,
696,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,CCOC(=O)c1cc(C)on1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.778234105,a4,s7,BTMG,AdBrettPhos,
3066,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,Fc1cccc(F)c1c2oncc2,CCc1ccc(Nc2ccc(C)cc2)cc1,7.108204477,a17,s7,P2Et,tBuXPhos,
2586,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,Cc1cc(on1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,4.7108856,a14,s7,BTMG,tBuBrettPhos,
921,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,1.095223411,a5,s7,BTMG,tBuXPhos,
3021,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,COC(=O)c1cc(on1)c2sccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.566845941,a20,s7,P2Et,XPhos,
306,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,CCOC(=O)c1onc(C)c1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.646778821,a3,s7,MTBD,tBuXPhos,
3456,CN1CCCN2CCCN=C12,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,Fc1cccc(F)c1c2oncc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.727174946,a17,s7,MTBD,AdBrettPhos,
2076,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,CCOC(=O)c1conc1,CCc1ccc(Nc2ccc(C)cc2)cc1,0,a11,s7,P2Et,AdBrettPhos,
1731,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,CCOC(=O)c1conc1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.518126221,a11,s7,BTMG,tBuXPhos,
3171,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,Cc1onc(c1)n2cccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,3.311093961,a19,s7,BTMG,tBuXPhos,
1071,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,COC(=O)c1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,16.12823791,a8,s7,MTBD,tBuXPhos,
2901,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,Fc1cccc(F)c1c2oncc2,CCc1ccc(Nc2ccc(C)cc2)cc1,1.896990139,a17,s7,BTMG,XPhos,
546,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,none,CCc1ccc(Nc2ccc(C)cc2)cc1,5.746329101,a1,s7,P2Et,AdBrettPhos,
3441,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,Fc1cccc(F)c1c2oncc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.648980669,a17,s7,BTMG,AdBrettPhos,
1326,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,o1cc2ccccc2n1,CCc1ccc(Nc2ccc(C)cc2)cc1,0,a6,s7,BTMG,AdBrettPhos,
51,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,o1nccc1c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,7.802080337,a2,s7,P2Et,XPhos,
1131,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,o1cc2ccccc2n1,CCc1ccc(Nc2ccc(C)cc2)cc1,1.034854608,a6,s7,P2Et,tBuBrettPhos,
2406,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,Cc1cc(on1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,3.373624056,a14,s7,BTMG,tBuXPhos,
606,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,o1nccc1c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.57693322,a2,s7,BTMG,AdBrettPhos,
1296,CN1CCCN2CCCN=C12,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,1.379250532,a5,s7,MTBD,AdBrettPhos,
891,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCc1ccc(Cl)cc1,COC(=O)c1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,3.462173057,a8,s7,MTBD,XPhos,
2871,CN1CCCN2CCCN=C12,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,CCc1ccc(Cl)cc1,COC(=O)c1cc(on1)c2occc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.490842961,a16,s7,MTBD,AdBrettPhos,
231,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,o1nccc1c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,7.641917878,a2,s7,P2Et,tBuXPhos,
